Basenames,Accuracy,IoU,Dice
ISIC_0000109_Segmentation.png_sam2_ISICsam2Mask_0000109.png,0.6551663080851237,0.01854690152110107,0.03641835539120107
ISIC_0000110_Segmentation.png_sam2_ISICsam2Mask_0000110.png,0.9608119328816732,0.6273867349375376,0.7710358226087151
ISIC_0000112_Segmentation.png_sam2_ISICsam2Mask_0000112.png,0.9106264114379883,0.5579960664644873,0.716299711501494
ISIC_0000114_Segmentation.png_sam2_ISICsam2Mask_0000114.png,0.9925107955932617,0.774027394106814,0.8726216930787821
ISIC_0000116_Segmentation.png_sam2_ISICsam2Mask_0000116.png,0.7983125050862631,0.44093580649425035,0.6120131160693865
ISIC_0000118_Segmentation.png_sam2_ISICsam2Mask_0000118.png,0.979273796081543,0.7480046844019465,0.8558383064721191
ISIC_0000119_Segmentation.png_sam2_ISICsam2Mask_0000119.png,0.9199755986531576,0.5214208990408836,0.6854393802130517
ISIC_0000120_Segmentation.png_sam2_ISICsam2Mask_0000120.png,0.5881074269612631,0.01793886476121179,0.03524546587661704
ISIC_0000121_Segmentation.png_sam2_ISICsam2Mask_0000121.png,0.9838355382283529,0.9413561132120298,0.9697923083823389
ISIC_0000122_Segmentation.png_sam2_ISICsam2Mask_0000122.png,0.6100107828776041,0.0002232954165763434,0.00044649113372898316
ISIC_0000123_Segmentation.png_sam2_ISICsam2Mask_0000123.png,0.9790258407592773,0.887570737958146,0.9404370603013942
ISIC_0000124_Segmentation.png_sam2_ISICsam2Mask_0000124.png,0.7679634094238281,0.020865778915301437,0.040878594123258616
ISIC_0000127_Segmentation.png_sam2_ISICsam2Mask_0000127.png,0.7601896921793619,0.4406624458088869,0.6117497503885704
ISIC_0000128_Segmentation.png_sam2_ISICsam2Mask_0000128.png,0.9671077728271484,0.7810626723176634,0.8770748884443029
ISIC_0000130_Segmentation.png_sam2_ISICsam2Mask_0000130.png,0.8750120798746744,0.4484243722530151,0.6191892111777901
ISIC_0000131_Segmentation.png_sam2_ISICsam2Mask_0000131.png,0.9900382359822592,0.9615603054371492,0.9804035111965196
ISIC_0000133_Segmentation.png_sam2_ISICsam2Mask_0000133.png,0.9610087076822916,0.7246853058952396,0.8403681569248068
ISIC_0000134_Segmentation.png_sam2_ISICsam2Mask_0000134.png,0.9652624130249023,0.6122456221279917,0.7594942280815662
ISIC_0000135_Segmentation.png_sam2_ISICsam2Mask_0000135.png,0.9876016663360444,0.8763428394775485,0.9340967130735646
ISIC_0000137_Segmentation.png_sam2_ISICsam2Mask_0000137.png,0.9555635452270508,0.8184742408344329,0.9001768872556196
ISIC_0000139_Segmentation.png_sam2_ISICsam2Mask_0000139.png,0.9294399965564738,0.736099153991421,0.84799206577467
ISIC_0000140_Segmentation.png_sam2_ISICsam2Mask_0000140.png,0.8979662009835572,0.7062768331227826,0.8278572613919554
ISIC_0000142_Segmentation.png_sam2_ISICsam2Mask_0000142.png,0.8675063451131185,0.6337894391857399,0.7758520455385152
ISIC_0000143_Segmentation.png_sam2_ISICsam2Mask_0000143.png,0.8599783125031754,0.49603246315858646,0.663130614306736
ISIC_0000145_Segmentation.png_sam2_ISICsam2Mask_0000145.png,0.9852774937947592,0.9513568470439462,0.9750721386353594
ISIC_0000146_Segmentation.png_sam2_ISICsam2Mask_0000146.png,0.9726870854695638,0.927074191330623,0.9621572386795224
ISIC_0000147_Segmentation.png_sam2_ISICsam2Mask_0000147.png,0.9123741785685221,0.8204937014191344,0.9013969131335446
ISIC_0000148_Segmentation.png_sam2_ISICsam2Mask_0000148.png,0.951605678589876,0.6715804463593947,0.8035275213012428
ISIC_0000150_Segmentation.png_sam2_ISICsam2Mask_0000150.png,0.6773042678833008,0.00012509357393325715,0.00025015585497657495
ISIC_0000151_Segmentation.png_sam2_ISICsam2Mask_0000151.png,0.903065045674642,0.02096570678190849,0.04107034475818498
ISIC_0000152_Segmentation.png_sam2_ISICsam2Mask_0000152.png,0.9799747878880252,0.9111000688088146,0.9534823253674013
ISIC_0000153_Segmentation.png_sam2_ISICsam2Mask_0000153.png,0.9614084409769852,0.8608962693357598,0.9252490679053847
ISIC_0000154_Segmentation.png_sam2_ISICsam2Mask_0000154.png,0.9855607350667318,0.8528379766274748,0.9205748018828993
ISIC_0000155_Segmentation.png_sam2_ISICsam2Mask_0000155.png,0.531214714050293,0.026265658335143674,0.051186860091865606
ISIC_0000156_Segmentation.png_sam2_ISICsam2Mask_0000156.png,0.8330831527709961,0.46759160679195233,0.6372230593687753
ISIC_0000157_Segmentation.png_sam2_ISICsam2Mask_0000157.png,0.857496859146117,0.570947843505664,0.7268832582392548
ISIC_0000159_Segmentation.png_sam2_ISICsam2Mask_0000159.png,0.7855151289611542,0.43661908288750956,0.6078425214983696
ISIC_0000162_Segmentation.png_sam2_ISICsam2Mask_0000162.png,0.9331123573651452,0.838041601255887,0.9118853465376132
ISIC_0000163_Segmentation.png_sam2_ISICsam2Mask_0000163.png,0.7861899933736238,0.27258998511565247,0.4284019021112752
ISIC_0000166_Segmentation.png_sam2_ISICsam2Mask_0000166.png,0.5973311118152733,0.17433951982226506,0.29691501798159897
ISIC_0000167_Segmentation.png_sam2_ISICsam2Mask_0000167.png,0.7917513617643152,0.21809860516158802,0.35809679813672546
ISIC_0000170_Segmentation.png_sam2_ISICsam2Mask_0000170.png,0.7075364659463769,0.23719640619584634,0.3834417963194415
ISIC_0000171_Segmentation.png_sam2_ISICsam2Mask_0000171.png,0.5940150991240203,0.010843352347520843,0.021454070647719852
ISIC_0000173_Segmentation.png_sam2_ISICsam2Mask_0000173.png,0.918468067803502,0.7556681009862534,0.8608325235980011
ISIC_0000175_Segmentation.png_sam2_ISICsam2Mask_0000175.png,0.7767999117324454,0.0005303960532721077,0.0010602297648613713
ISIC_0000176_Segmentation.png_sam2_ISICsam2Mask_0000176.png,0.9315990029025611,0.5901841527285014,0.7422840325956461
ISIC_0000179_Segmentation.png_sam2_ISICsam2Mask_0000179.png,0.619434234698893,0.06133402608853097,0.11557911944945935
ISIC_0000181_Segmentation.png_sam2_ISICsam2Mask_0000181.png,0.917682227692604,0.6165533562314838,0.7627998839070745
ISIC_0000182_Segmentation.png_sam2_ISICsam2Mask_0000182.png,0.980754490365526,0.9277164331446599,0.962503008423586
ISIC_0000183_Segmentation.png_sam2_ISICsam2Mask_0000183.png,0.9223276083055627,0.8306326087766621,0.9074814955161761
ISIC_0000184_Segmentation.png_sam2_ISICsam2Mask_0000184.png,0.6852852740335529,0.23117458802300075,0.3755350220381286
ISIC_0000185_Segmentation.png_sam2_ISICsam2Mask_0000185.png,0.9618758695578404,0.8613261577959909,0.9254972904006176
ISIC_0000186_Segmentation.png_sam2_ISICsam2Mask_0000186.png,0.9594579397210976,0.6125887545576665,0.7597581873571972
ISIC_0000187_Segmentation.png_sam2_ISICsam2Mask_0000187.png,0.6827462665208369,0.6083306517253781,0.7564746105818175
ISIC_0000189_Segmentation.png_sam2_ISICsam2Mask_0000189.png,0.8967219096390351,0.7461953035973373,0.8546527436651562
ISIC_0000190_Segmentation.png_sam2_ISICsam2Mask_0000190.png,0.8287114267203338,0.7144309072739257,0.8334321368598337
ISIC_0000191_Segmentation.png_sam2_ISICsam2Mask_0000191.png,0.9355961794043084,0.5058014903535336,0.6718036787635016
ISIC_0000192_Segmentation.png_sam2_ISICsam2Mask_0000192.png,0.5721106396672498,0.1877677010358121,0.31616906381957727
ISIC_0000193_Segmentation.png_sam2_ISICsam2Mask_0000193.png,0.8872048894813795,0.6313493998128945,0.7740210648746446
ISIC_0000199_Segmentation.png_sam2_ISICsam2Mask_0000199.png,0.8996469282241569,0.6627430999343673,0.7971683658895081
ISIC_0000203_Segmentation.png_sam2_ISICsam2Mask_0000203.png,0.9113684133176063,0.9048027934420518,0.9500225394010877
ISIC_0000204_Segmentation.png_sam2_ISICsam2Mask_0000204.png,0.9245821099332887,0.850800154825621,0.9193863017650135
ISIC_0000205_Segmentation.png_sam2_ISICsam2Mask_0000205.png,0.8418703586900377,0.7679819554427401,0.8687667349528136
ISIC_0000206_Segmentation.png_sam2_ISICsam2Mask_0000206.png,0.8986261261546609,0.3942792472255447,0.5655671172186132
ISIC_0000207_Segmentation.png_sam2_ISICsam2Mask_0000207.png,0.8659139082988789,0.8638316795757068,0.9269417287427525
ISIC_0000208_Segmentation.png_sam2_ISICsam2Mask_0000208.png,0.8213058136249669,0.7523864950058066,0.8586992620064828
ISIC_0000209_Segmentation.png_sam2_ISICsam2Mask_0000209.png,0.9086945855608141,0.8461915954231991,0.9166888176947076
ISIC_0000210_Segmentation.png_sam2_ISICsam2Mask_0000210.png,0.9125149492492155,0.004391322049671378,0.008744245302139735
ISIC_0000211_Segmentation.png_sam2_ISICsam2Mask_0000211.png,0.8869689136751451,0.19673820118810145,0.32879070960178775
ISIC_0000214_Segmentation.png_sam2_ISICsam2Mask_0000214.png,0.9107304287879083,0.639718620400021,0.7802785336961742
ISIC_0000215_Segmentation.png_sam2_ISICsam2Mask_0000215.png,0.27747120551274856,0.014070901686782485,0.027751317315933763
ISIC_0000216_Segmentation.png_sam2_ISICsam2Mask_0000216.png,0.9679703201958005,0.9292489486619842,0.96332715309391
ISIC_0000217_Segmentation.png_sam2_ISICsam2Mask_0000217.png,0.815048656352457,0.6828847258613684,0.8115644706583696
ISIC_0000218_Segmentation.png_sam2_ISICsam2Mask_0000218.png,0.9039862860018663,0.5892346509671993,0.7415325994919559
ISIC_0000219_Segmentation.png_sam2_ISICsam2Mask_0000219.png,0.8006656508140187,0.46429193159303994,0.6341521408069566
ISIC_0000220_Segmentation.png_sam2_ISICsam2Mask_0000220.png,0.9478707193840725,0.5882216780575759,0.7407299449242901
ISIC_0000221_Segmentation.png_sam2_ISICsam2Mask_0000221.png,0.9669946801094342,0.7898977347810222,0.8826177266240958
ISIC_0000223_Segmentation.png_sam2_ISICsam2Mask_0000223.png,0.8252895530636211,0.6686598542696013,0.8014333808759176
ISIC_0000224_Segmentation.png_sam2_ISICsam2Mask_0000224.png,0.9465076410658307,0.9126899738573587,0.9543522330665217
ISIC_0000225_Segmentation.png_sam2_ISICsam2Mask_0000225.png,0.9802315615736706,0.7980242465409548,0.887667947833514
ISIC_0000229_Segmentation.png_sam2_ISICsam2Mask_0000229.png,0.579521018678585,0.015940186348368978,0.03138016698731718
ISIC_0000232_Segmentation.png_sam2_ISICsam2Mask_0000232.png,0.9774822351421188,0.8725782278110835,0.931953832263732
ISIC_0000235_Segmentation.png_sam2_ISICsam2Mask_0000235.png,0.5704572791584269,0.3350795667026959,0.5019619430327384
ISIC_0000236_Segmentation.png_sam2_ISICsam2Mask_0000236.png,0.9325332641601562,0.8613000538508593,0.9254822209550883
ISIC_0000237_Segmentation.png_sam2_ISICsam2Mask_0000237.png,0.7218538920084635,0.24573720125927126,0.3945249463704934
ISIC_0000239_Segmentation.png_sam2_ISICsam2Mask_0000239.png,0.9218393961588541,0.8102534974749034,0.895182358277572
ISIC_0000240_Segmentation.png_sam2_ISICsam2Mask_0000240.png,0.901452382405599,0.4268313426764782,0.5982926361511229
ISIC_0000242_Segmentation.png_sam2_ISICsam2Mask_0000242.png,0.9100519816080729,0.7474021753879775,0.8554437964139893
ISIC_0000243_Segmentation.png_sam2_ISICsam2Mask_0000243.png,0.8852810329861112,0.7367268803370028,0.8484084500310662
ISIC_0000244_Segmentation.png_sam2_ISICsam2Mask_0000244.png,0.8491605122884115,0.46812565013092294,0.6377187812081029
ISIC_0000245_Segmentation.png_sam2_ISICsam2Mask_0000245.png,0.5161399841308594,0.5066664073742756,0.6725661432344036
ISIC_0000247_Segmentation.png_sam2_ISICsam2Mask_0000247.png,0.9533958435058594,0.605258056177839,0.7540944010198263
ISIC_0000249_Segmentation.png_sam2_ISICsam2Mask_0000249.png,0.9849268595377604,0.906611413985441,0.9510185529523574
ISIC_0000250_Segmentation.png_sam2_ISICsam2Mask_0000250.png,0.7561721801757812,0.2584431304455436,0.4107346993964574
ISIC_0000251_Segmentation.png_sam2_ISICsam2Mask_0000251.png,0.9256121317545573,0.30206394655213553,0.4639771300818223
ISIC_0000252_Segmentation.png_sam2_ISICsam2Mask_0000252.png,0.9756605360243056,0.8813906606298952,0.9369565599255213
ISIC_0000255_Segmentation.png_sam2_ISICsam2Mask_0000255.png,0.9580205281575521,0.7865906475843256,0.8805493845474741
ISIC_0000256_Segmentation.png_sam2_ISICsam2Mask_0000256.png,0.9886207580566406,0.8401393354769561,0.9131257826834027
ISIC_0000259_Segmentation.png_sam2_ISICsam2Mask_0000259.png,0.7794011433919271,0.7528168331785049,0.8589794654280786
ISIC_0000260_Segmentation.png_sam2_ISICsam2Mask_0000260.png,0.9256617228190104,0.5393718779054193,0.7007687819259472
ISIC_0000261_Segmentation.png_sam2_ISICsam2Mask_0000261.png,0.9847844441731771,0.8162553936397279,0.8988332769699019
ISIC_0000262_Segmentation.png_sam2_ISICsam2Mask_0000262.png,0.9842936197916666,0.7513865531184027,0.858047644342745
ISIC_0000263_Segmentation.png_sam2_ISICsam2Mask_0000263.png,0.8944664001464844,0.5115383936296061,0.6768447242696446
ISIC_0000264_Segmentation.png_sam2_ISICsam2Mask_0000264.png,0.7002143859863281,0.3762160903604416,0.5467398513875938
ISIC_0000265_Segmentation.png_sam2_ISICsam2Mask_0000265.png,0.7903849283854166,0.15841493174322793,0.2735029174819751
ISIC_0000268_Segmentation.png_sam2_ISICsam2Mask_0000268.png,0.9232978820800781,0.8618395285397881,0.9257935663399686
ISIC_0000269_Segmentation.png_sam2_ISICsam2Mask_0000269.png,0.8112046983506944,0.01671827354392079,0.03288673761246917
ISIC_0000274_Segmentation.png_sam2_ISICsam2Mask_0000274.png,0.7823753356933594,0.28882840580914587,0.4482030416264996
ISIC_0000275_Segmentation.png_sam2_ISICsam2Mask_0000275.png,0.9747797648111979,0.7136173960754869,0.8328783282777216
ISIC_0000276_Segmentation.png_sam2_ISICsam2Mask_0000276.png,0.6764068603515625,0.23100585922745226,0.3753123634560531
ISIC_0000277_Segmentation.png_sam2_ISICsam2Mask_0000277.png,0.7174555460611979,0.616344741017765,0.7626402033883821
ISIC_0000278_Segmentation.png_sam2_ISICsam2Mask_0000278.png,0.45488866170247394,0.01424731368234193,0.028094358230273078
ISIC_0000280_Segmentation.png_sam2_ISICsam2Mask_0000280.png,0.877478281656901,0.7842650390922362,0.8790902942213555
ISIC_0000281_Segmentation.png_sam2_ISICsam2Mask_0000281.png,0.9612083435058594,0.860179570735195,0.9248349828884832
ISIC_0000282_Segmentation.png_sam2_ISICsam2Mask_0000282.png,0.7032636006673177,0.5899408887077049,0.742091599628217
ISIC_0000283_Segmentation.png_sam2_ISICsam2Mask_0000283.png,0.8607813517252604,0.009929103667800043,0.0196629716516538
ISIC_0000285_Segmentation.png_sam2_ISICsam2Mask_0000285.png,0.6033452351888021,0.6031711502670823,0.752472560607888
ISIC_0000288_Segmentation.png_sam2_ISICsam2Mask_0000288.png,0.8655115763346354,0.8296980919410676,0.9069234925646861
ISIC_0000290_Segmentation.png_sam2_ISICsam2Mask_0000290.png,0.8585472106933594,0.5469897867765633,0.7071666425365571
ISIC_0000292_Segmentation.png_sam2_ISICsam2Mask_0000292.png,0.6437339782714844,0.6433829987093621,0.782998241085183
ISIC_0000293_Segmentation.png_sam2_ISICsam2Mask_0000293.png,0.9497909545898438,0.9359929713195472,0.9669383982128683
ISIC_0000294_Segmentation.png_sam2_ISICsam2Mask_0000294.png,0.3954213460286458,0.17583636678800485,0.2990830556947843
ISIC_0000295_Segmentation.png_sam2_ISICsam2Mask_0000295.png,0.7648621975952484,0.7476442308860218,0.8556023218833053
ISIC_0000297_Segmentation.png_sam2_ISICsam2Mask_0000297.png,0.9821250724322759,0.843042553614374,0.914837860863376
ISIC_0000300_Segmentation.png_sam2_ISICsam2Mask_0000300.png,0.9127530602636534,0.8139854740245639,0.8974553387339212
ISIC_0000301_Segmentation.png_sam2_ISICsam2Mask_0000301.png,0.9018542662610459,0.894880771132941,0.9445246210376557
ISIC_0000303_Segmentation.png_sam2_ISICsam2Mask_0000303.png,0.9456961647109953,0.9423683945018041,0.9703292096075432
ISIC_0000307_Segmentation.png_sam2_ISICsam2Mask_0000307.png,0.9449605244096769,0.9279551541871104,0.9626314721810705
ISIC_0000313_Segmentation.png_sam2_ISICsam2Mask_0000313.png,0.9101228632478633,0.6030966993862578,0.7524146230444515
ISIC_0000314_Segmentation.png_sam2_ISICsam2Mask_0000314.png,0.9594786686947704,0.8750462416852215,0.9333596390655012
ISIC_0000315_Segmentation.png_sam2_ISICsam2Mask_0000315.png,0.9533604048964218,0.7184917002527496,0.8361887347457964
ISIC_0000316_Segmentation.png_sam2_ISICsam2Mask_0000316.png,0.6833713602781399,0.20686292297922526,0.34281096724484617
ISIC_0000317_Segmentation.png_sam2_ISICsam2Mask_0000317.png,0.0846235332464146,0.015562355312452075,0.03064775930506817
ISIC_0000321_Segmentation.png_sam2_ISICsam2Mask_0000321.png,0.7923479827611184,0.5246215948720341,0.6881990870870054
ISIC_0000322_Segmentation.png_sam2_ISICsam2Mask_0000322.png,0.796798040706939,0.309050466800588,0.4721750224892845
ISIC_0000323_Segmentation.png_sam2_ISICsam2Mask_0000323.png,0.9162298095031146,0.012645732732171918,0.024975630318518325
ISIC_0000324_Segmentation.png_sam2_ISICsam2Mask_0000324.png,0.4251865131102419,0.38061161273957433,0.551366668551077
ISIC_0000326_Segmentation.png_sam2_ISICsam2Mask_0000326.png,0.9595239388671593,0.7352462171685766,0.8474258118462142
ISIC_0000329_Segmentation.png_sam2_ISICsam2Mask_0000329.png,0.9653253114587861,0.7685706947864578,0.8691433110953557
ISIC_0000330_Segmentation.png_sam2_ISICsam2Mask_0000330.png,0.9517238881645661,0.7243660988911577,0.8401534910213748
ISIC_0000331_Segmentation.png_sam2_ISICsam2Mask_0000331.png,0.8757786469650877,0.5791152831462053,0.7334680239334835
ISIC_0000332_Segmentation.png_sam2_ISICsam2Mask_0000332.png,0.9661039584238736,0.7512912922887844,0.857985528274868
ISIC_0000333_Segmentation.png_sam2_ISICsam2Mask_0000333.png,0.2920039294509634,0.24429148173829848,0.39265957426152065
ISIC_0000336_Segmentation.png_sam2_ISICsam2Mask_0000336.png,0.9273504273504274,0.46679956807043776,0.6364871905225723
ISIC_0000337_Segmentation.png_sam2_ISICsam2Mask_0000337.png,0.7102120454874692,0.4595413789027541,0.6297065441861273
ISIC_0000338_Segmentation.png_sam2_ISICsam2Mask_0000338.png,0.9868286433434739,0.9102892205229403,0.953038116682404
