Basenames,Accuracy,IoU,Dice
ISIC_0000000_Segmentation.png_sam2_ISICsam2Mask_0000000.png,0.950557104840829,0.8938036366027685,0.943924300627211
ISIC_0000001_Segmentation.png_sam2_ISICsam2Mask_0000001.png,0.9971002992827929,0.9584961472446408,0.9788083051305718
ISIC_0000002_Segmentation.png_sam2_ISICsam2Mask_0000002.png,0.9324228128500244,0.7768679286610897,0.874423941284682
ISIC_0000004_Segmentation.png_sam2_ISICsam2Mask_0000004.png,0.8376894756044977,0.527920834693817,0.6910316591102811
ISIC_0000006_Segmentation.png_sam2_ISICsam2Mask_0000006.png,0.9693190487246675,0.6537326326398387,0.7906146613268327
ISIC_0000007_Segmentation.png_sam2_ISICsam2Mask_0000007.png,0.9855525250231543,0.8323761877978746,0.908521070444834
ISIC_0000008_Segmentation.png_sam2_ISICsam2Mask_0000008.png,0.9710795357417136,0.9133654852985011,0.9547213977846041
ISIC_0000009_Segmentation.png_sam2_ISICsam2Mask_0000009.png,0.9693522173206408,0.8652834632423035,0.9277769092942436
ISIC_0000010_Segmentation.png_sam2_ISICsam2Mask_0000010.png,0.9781380681078847,0.7239840868458776,0.8398964843932472
ISIC_0000011_Segmentation.png_sam2_ISICsam2Mask_0000011.png,0.9696800761346849,0.8290734134974973,0.906550177132769
ISIC_0000016_Segmentation.png_sam2_ISICsam2Mask_0000016.png,0.9816998650293287,0.9110315870426763,0.9534448234343408
ISIC_0000017_Segmentation.png_sam2_ISICsam2Mask_0000017.png,0.9747740892900891,0.8335658194845413,0.9092292304171293
ISIC_0000018_Segmentation.png_sam2_ISICsam2Mask_0000018.png,0.8509271997437009,0.3577240929585827,0.5269466673145279
ISIC_0000019_Segmentation.png_sam2_ISICsam2Mask_0000019.png,0.9332909701675367,0.7919882618891527,0.8839212607946679
ISIC_0000021_Segmentation.png_sam2_ISICsam2Mask_0000021.png,0.89248275634623,0.5691007019349235,0.7253845482742334
ISIC_0000024_Segmentation.png_sam2_ISICsam2Mask_0000024.png,0.753825052296327,0.25879278030062575,0.4111761432867778
ISIC_0000025_Segmentation.png_sam2_ISICsam2Mask_0000025.png,0.9514951567005258,0.7481838861168183,0.8559555914666779
ISIC_0000026_Segmentation.png_sam2_ISICsam2Mask_0000026.png,0.5498611320505814,0.1548645902324517,0.26819523525486305
ISIC_0000028_Segmentation.png_sam2_ISICsam2Mask_0000028.png,0.9691728464278311,0.8694840199270936,0.9301860948359449
ISIC_0000029_Segmentation.png_sam2_ISICsam2Mask_0000029.png,0.9750591278291841,0.9349677141957725,0.9663910227922037
ISIC_0000030_Segmentation.png_sam2_ISICsam2Mask_0000030.png,0.6014554887862303,0.554911092127484,0.7137528247589193
ISIC_0000031_Segmentation.png_sam2_ISICsam2Mask_0000031.png,0.442383935133709,0.3684311984679717,0.5384723746147401
ISIC_0000032_Segmentation.png_sam2_ISICsam2Mask_0000032.png,0.8008481663305882,0.39372539317140337,0.5649970863707757
ISIC_0000034_Segmentation.png_sam2_ISICsam2Mask_0000034.png,0.9716557441154854,0.8600498399248621,0.9247599945597204
ISIC_0000035_Segmentation.png_sam2_ISICsam2Mask_0000035.png,0.5239667941880406,0.4922599530144851,0.6597509395331295
ISIC_0000038_Segmentation.png_sam2_ISICsam2Mask_0000038.png,0.8589400806588395,0.7284885170826816,0.8429197068803375
ISIC_0000039_Segmentation.png_sam2_ISICsam2Mask_0000039.png,0.9733223950775494,0.8780025369568906,0.9350387123327353
ISIC_0000041_Segmentation.png_sam2_ISICsam2Mask_0000041.png,0.9898870210881405,0.8510964855232694,0.9195592905927654
ISIC_0000042_Segmentation.png_sam2_ISICsam2Mask_0000042.png,0.6843604536117446,0.05601114551519827,0.10608059536695894
ISIC_0000044_Segmentation.png_sam2_ISICsam2Mask_0000044.png,0.949965135781995,0.9011035060762677,0.9479794268919912
ISIC_0000045_Segmentation.png_sam2_ISICsam2Mask_0000045.png,0.8056337513898574,0.3907215448092526,0.5618975937599973
ISIC_0000046_Segmentation.png_sam2_ISICsam2Mask_0000046.png,0.9682712059250325,0.9161585697967923,0.9562450459347428
ISIC_0000047_Segmentation.png_sam2_ISICsam2Mask_0000047.png,0.9312945225486685,0.7190833481822516,0.8365892775851805
ISIC_0000048_Segmentation.png_sam2_ISICsam2Mask_0000048.png,0.9655168149181163,0.7243617807529175,0.8401505865394853
ISIC_0000049_Segmentation.png_sam2_ISICsam2Mask_0000049.png,0.7079685939355106,0.554027632130401,0.7130215971396725
ISIC_0000050_Segmentation.png_sam2_ISICsam2Mask_0000050.png,0.7211769500405179,0.008905170609168934,0.017653137021375484
ISIC_0000051_Segmentation.png_sam2_ISICsam2Mask_0000051.png,0.9255584164106816,0.7365473515717162,0.8482893955124012
ISIC_0000054_Segmentation.png_sam2_ISICsam2Mask_0000054.png,0.9213063952283135,0.622207331761353,0.7671119709288646
ISIC_0000055_Segmentation.png_sam2_ISICsam2Mask_0000055.png,0.8964208817820327,0.7519763877019752,0.8584321032868762
ISIC_0000058_Segmentation.png_sam2_ISICsam2Mask_0000058.png,0.7686388114128488,0.510356723987292,0.6758095168934224
ISIC_0000059_Segmentation.png_sam2_ISICsam2Mask_0000059.png,0.7769591099259371,0.4769072463968288,0.6458188184265825
ISIC_0000060_Segmentation.png_sam2_ISICsam2Mask_0000060.png,0.6139276661704012,0.23438777369279137,0.3797636021484521
ISIC_0000061_Segmentation.png_sam2_ISICsam2Mask_0000061.png,0.9308269180031283,0.7808552200739208,0.8769440786337573
ISIC_0000062_Segmentation.png_sam2_ISICsam2Mask_0000062.png,0.9843328920339973,0.8042846527915719,0.8915274555455431
ISIC_0000063_Segmentation.png_sam2_ISICsam2Mask_0000063.png,0.8793727503156625,0.718003929251446,0.8358583086178255
ISIC_0000065_Segmentation.png_sam2_ISICsam2Mask_0000065.png,0.9837904943180747,0.9362406934670108,0.9670705678544425
ISIC_0000067_Segmentation.png_sam2_ISICsam2Mask_0000067.png,0.8383892629044983,0.4037396085097341,0.5752343327240872
ISIC_0000068_Segmentation.png_sam2_ISICsam2Mask_0000068.png,0.9802552392580094,0.9450065162907269,0.9717258100429659
ISIC_0000073_Segmentation.png_sam2_ISICsam2Mask_0000073.png,0.9671618142711711,0.9033241819117332,0.9492068566106464
ISIC_0000074_Segmentation.png_sam2_ISICsam2Mask_0000074.png,0.43995591128166006,0.3973822744150612,0.5687524189920097
ISIC_0000075_Segmentation.png_sam2_ISICsam2Mask_0000075.png,0.9814651334270559,0.9697972555810322,0.9846670796533022
ISIC_0000077_Segmentation.png_sam2_ISICsam2Mask_0000077.png,0.7315779121044795,0.3512659128692127,0.5199064218579327
ISIC_0000078_Segmentation.png_sam2_ISICsam2Mask_0000078.png,0.9720143979797599,0.7467328970089752,0.8550052481265409
ISIC_0000079_Segmentation.png_sam2_ISICsam2Mask_0000079.png,0.9821102981361778,0.6914819065416764,0.8176048515416254
ISIC_0000080_Segmentation.png_sam2_ISICsam2Mask_0000080.png,0.8216481227455165,0.03135135135135135,0.06079664570230608
ISIC_0000081_Segmentation.png_sam2_ISICsam2Mask_0000081.png,0.1189104715983073,0.11295213016202404,0.20297751736290837
ISIC_0000082_Segmentation.png_sam2_ISICsam2Mask_0000082.png,0.7432193756103516,0.001635180481655203,0.003265022062960879
ISIC_0000085_Segmentation.png_sam2_ISICsam2Mask_0000085.png,0.9064846038818359,0.2609733303856744,0.4139236320023589
ISIC_0000086_Segmentation.png_sam2_ISICsam2Mask_0000086.png,0.9506258176472082,0.7890263406493324,0.882073475075781
ISIC_0000087_Segmentation.png_sam2_ISICsam2Mask_0000087.png,0.6159280141194662,0.0006228602104820838,0.0012449449942630024
ISIC_0000089_Segmentation.png_sam2_ISICsam2Mask_0000089.png,0.9301354090372721,0.424556782388073,0.5960545590557115
ISIC_0000091_Segmentation.png_sam2_ISICsam2Mask_0000091.png,0.9902302424112955,0.9290009587284719,0.9631938797384901
ISIC_0000093_Segmentation.png_sam2_ISICsam2Mask_0000093.png,0.9852399826049805,0.8639775244032483,0.9270256889817922
ISIC_0000094_Segmentation.png_sam2_ISICsam2Mask_0000094.png,0.9753344853719076,0.5850393616566123,0.738201682316779
ISIC_0000095_Segmentation.png_sam2_ISICsam2Mask_0000095.png,0.9686314264933268,0.5957898272592095,0.7467021246557093
ISIC_0000096_Segmentation.png_sam2_ISICsam2Mask_0000096.png,0.2845420837402344,0.2775556309538675,0.4345104420175187
ISIC_0000097_Segmentation.png_sam2_ISICsam2Mask_0000097.png,0.8938163121541342,0.5592541132104352,0.717335434259597
ISIC_0000100_Segmentation.png_sam2_ISICsam2Mask_0000100.png,0.6249137282615883,0.026486758631878368,0.051606625042451476
ISIC_0000102_Segmentation.png_sam2_ISICsam2Mask_0000102.png,0.9939584732055664,0.7843697879437693,0.8791560956068901
ISIC_0000103_Segmentation.png_sam2_ISICsam2Mask_0000103.png,0.9238252639770508,0.8063542474786657,0.8927974660609193
ISIC_0000104_Segmentation.png_sam2_ISICsam2Mask_0000104.png,0.7665764490763346,0.01448437011377317,0.028555137053809448
ISIC_0000105_Segmentation.png_sam2_ISICsam2Mask_0000105.png,0.9792226318396586,0.703974936804782,0.8262738161217845
ISIC_0000108_Segmentation.png_sam2_ISICsam2Mask_0000108.png,0.9222100575764974,0.5792928441994726,0.7336104210528608
